C,Gamma,testAcc,trainAcc
0.20000000000000004,0.03250000000000001,91.625,94.3875
0.20000000000000004,0.035,91.640625,94.625
0.20000000000000004,0.037500000000000006,91.684375,94.8
0.20000000000000004,0.04000000000000001,91.640625,94.9
0.20000000000000004,0.04250000000000001,91.603125,95.025
0.20000000000000004,0.045000000000000005,91.590625,95.1375
0.20000000000000004,0.04750000000000001,91.571875,95.2625
0.20000000000000004,0.05000000000000001,91.50625,95.4875
0.20000000000000004,0.05250000000000001,91.45625,95.6375
0.20000000000000004,0.055000000000000014,91.390625,95.65
0.20000000000000004,0.05750000000000001,91.284375,95.6875
0.20000000000000004,0.06000000000000001,91.1375,95.7
0.20000000000000004,0.06250000000000001,90.925,95.7375
0.20000000000000004,0.065,90.734375,95.7
0.20000000000000004,0.0675,90.478125,95.675
0.20000000000000004,0.07,90.178125,95.6625
0.20000000000000004,0.07250000000000001,89.784375,95.525
0.20000000000000004,0.07500000000000001,89.346875,95.4
0.20000000000000004,0.07750000000000001,88.721875,95.25
0.20000000000000004,0.08,88.18125,95.0875
0.20000000000000004,0.0825,87.525,94.85
0.20000000000000004,0.085,86.790625,94.675
0.20000000000000004,0.08750000000000001,85.91875,94.3375
0.20000000000000004,0.09000000000000001,84.953125,93.8625
0.20000000000000004,0.09250000000000001,83.815625,93.45
0.20000000000000004,0.09500000000000001,82.734375,92.9875
0.20000000000000004,0.09750000000000002,81.353125,92.325
0.20000000000000004,0.10000000000000002,79.91875,91.625
0.20000000000000004,0.10250000000000001,78.425,90.85
0.20000000000000004,0.10500000000000001,76.834375,89.7375
0.20000000000000004,0.10750000000000001,74.921875,88.8375
0.20000000000000004,0.11000000000000001,72.84375,87.3375
0.20000000000000004,0.11250000000000002,70.7,85.9125
0.20000000000000004,0.11500000000000002,68.40625,84.4
0.20000000000000004,0.11750000000000002,66.08125,82.825
0.25000000000000006,0.01,89.228125,91.5
0.25000000000000006,0.0125,90.028125,92.225
0.25000000000000006,0.015000000000000001,90.596875,92.8125
0.25000000000000006,0.0175,90.996875,93.2125
0.25000000000000006,0.020000000000000004,91.284375,93.7625
0.25000000000000006,0.022500000000000003,91.55,94.1
0.25000000000000006,0.025,91.73125,94.3875
0.25000000000000006,0.027500000000000004,91.8875,94.6
0.25000000000000006,0.030000000000000006,92.021875,94.875
0.25000000000000006,0.03250000000000001,92.121875,95.1
0.25000000000000006,0.035,92.153125,95.3125
0.25000000000000006,0.037500000000000006,92.240625,95.4875
0.25000000000000006,0.04000000000000001,92.271875,95.625
0.25000000000000006,0.04250000000000001,92.31875,95.75
0.25000000000000006,0.045000000000000005,92.3125,95.8625
0.25000000000000006,0.04750000000000001,92.29375,96.0
0.25000000000000006,0.05000000000000001,92.24375,96.0625
0.25000000000000006,0.05250000000000001,92.23125,96.1625
0.25000000000000006,0.055000000000000014,92.140625,96.25
0.25000000000000006,0.05750000000000001,92.0875,96.3375
0.25000000000000006,0.06000000000000001,91.953125,96.45
0.25000000000000006,0.06250000000000001,91.85625,96.575
0.25000000000000006,0.065,91.68125,96.5625
0.25000000000000006,0.0675,91.540625,96.5875
0.25000000000000006,0.07,91.334375,96.6375
0.25000000000000006,0.07250000000000001,91.146875,96.7
0.25000000000000006,0.07500000000000001,90.909375,96.725
0.25000000000000006,0.07750000000000001,90.54375,96.7
0.25000000000000006,0.08,90.178125,96.7125
0.25000000000000006,0.0825,89.690625,96.675
0.25000000000000006,0.085,89.165625,96.6
0.25000000000000006,0.08750000000000001,88.5625,96.475
0.25000000000000006,0.09000000000000001,87.85,96.35
0.25000000000000006,0.09250000000000001,87.1875,96.2
0.25000000000000006,0.09500000000000001,86.5375,95.9875
0.25000000000000006,0.09750000000000002,85.7125,95.85
0.25000000000000006,0.10000000000000002,84.734375,95.4625
0.25000000000000006,0.10250000000000001,83.740625,95.1
0.25000000000000006,0.10500000000000001,82.63125,94.7
0.25000000000000006,0.10750000000000001,81.3375,94.3125
0.25000000000000006,0.11000000000000001,80.0,93.75
0.25000000000000006,0.11250000000000002,78.6125,93.1625
0.25000000000000006,0.11500000000000002,77.23125,92.475
0.25000000000000006,0.11750000000000002,75.609375,91.65
0.30000000000000004,0.01,89.7625,91.8375
0.30000000000000004,0.0125,90.51875,92.6875
0.30000000000000004,0.015000000000000001,91.015625,93.2625
0.30000000000000004,0.0175,91.346875,93.9125
0.30000000000000004,0.020000000000000004,91.696875,94.2625
0.30000000000000004,0.022500000000000003,91.896875,94.5125
0.30000000000000004,0.025,92.096875,94.925
0.30000000000000004,0.027500000000000004,92.265625,95.225
0.30000000000000004,0.030000000000000006,92.446875,95.425
0.30000000000000004,0.03250000000000001,92.53125,95.65
0.30000000000000004,0.035,92.5875,95.8375
0.30000000000000004,0.037500000000000006,92.65625,96.0625
0.30000000000000004,0.04000000000000001,92.74375,96.2125
0.30000000000000004,0.04250000000000001,92.79375,96.3
0.30000000000000004,0.045000000000000005,92.79375,96.4375
0.30000000000000004,0.04750000000000001,92.78125,96.5125
0.30000000000000004,0.05000000000000001,92.771875,96.65
0.30000000000000004,0.05250000000000001,92.75,96.7125
0.30000000000000004,0.055000000000000014,92.7125,96.75
0.30000000000000004,0.05750000000000001,92.634375,96.775
0.30000000000000004,0.06000000000000001,92.553125,96.8625
0.30000000000000004,0.06250000000000001,92.496875,97.0125
0.30000000000000004,0.065,92.3875,97.0875
0.30000000000000004,0.0675,92.271875,97.1625
0.30000000000000004,0.07,92.121875,97.275
0.30000000000000004,0.07250000000000001,91.93125,97.3125
0.30000000000000004,0.07500000000000001,91.78125,97.35
0.30000000000000004,0.07750000000000001,91.571875,97.3875
0.30000000000000004,0.08,91.36875,97.4
0.30000000000000004,0.0825,91.015625,97.4625
0.30000000000000004,0.085,90.6375,97.45
0.30000000000000004,0.08750000000000001,90.25625,97.5
0.30000000000000004,0.09000000000000001,89.771875,97.4875
0.30000000000000004,0.09250000000000001,89.25,97.575
0.30000000000000004,0.09500000000000001,88.628125,97.55
0.30000000000000004,0.09750000000000002,87.896875,97.5
0.30000000000000004,0.10000000000000002,87.325,97.4125
0.30000000000000004,0.10250000000000001,86.55,97.2875
0.30000000000000004,0.10500000000000001,85.846875,97.1125
0.30000000000000004,0.10750000000000001,85.0125,96.925
0.30000000000000004,0.11000000000000001,84.109375,96.675
0.30000000000000004,0.11250000000000002,83.0875,96.275
0.30000000000000004,0.11500000000000002,81.903125,95.875
0.30000000000000004,0.11750000000000002,80.684375,95.55
0.3500000000000001,0.01,90.225,92.2625
0.3500000000000001,0.0125,90.85,93.0
0.3500000000000001,0.015000000000000001,91.315625,93.925
0.3500000000000001,0.0175,91.665625,94.3375
0.3500000000000001,0.020000000000000004,91.9875,94.6625
0.3500000000000001,0.022500000000000003,92.228125,95.0625
0.3500000000000001,0.025,92.45,95.3375
0.3500000000000001,0.027500000000000004,92.64375,95.6
0.3500000000000001,0.030000000000000006,92.7375,95.7875
0.3500000000000001,0.03250000000000001,92.815625,96.075
0.3500000000000001,0.035,92.93125,96.2875
0.3500000000000001,0.037500000000000006,93.01875,96.4625
0.3500000000000001,0.04000000000000001,93.09375,96.6125
0.3500000000000001,0.04250000000000001,93.1125,96.7125
0.3500000000000001,0.045000000000000005,93.134375,96.825
0.3500000000000001,0.04750000000000001,93.153125,96.9625
0.3500000000000001,0.05000000000000001,93.1875,97.025
0.3500000000000001,0.05250000000000001,93.16875,97.125
0.3500000000000001,0.055000000000000014,93.159375,97.2375
0.3500000000000001,0.05750000000000001,93.084375,97.325
0.3500000000000001,0.06000000000000001,93.046875,97.3875
0.3500000000000001,0.06250000000000001,92.98125,97.4375
0.3500000000000001,0.065,92.871875,97.55
0.3500000000000001,0.0675,92.759375,97.6375
0.3500000000000001,0.07,92.740625,97.7125
0.3500000000000001,0.07250000000000001,92.584375,97.775
0.3500000000000001,0.07500000000000001,92.41875,97.8375
0.3500000000000001,0.07750000000000001,92.265625,97.8625
0.3500000000000001,0.08,92.0875,97.95
0.3500000000000001,0.0825,91.9,97.9875
0.3500000000000001,0.085,91.646875,98.05
0.3500000000000001,0.08750000000000001,91.334375,98.0875
0.3500000000000001,0.09000000000000001,90.940625,98.1125
0.3500000000000001,0.09250000000000001,90.596875,98.1375
0.3500000000000001,0.09500000000000001,90.178125,98.1375
0.3500000000000001,0.09750000000000002,89.634375,98.1625
0.3500000000000001,0.10000000000000002,89.1125,98.1625
0.3500000000000001,0.10250000000000001,88.5125,98.2
0.3500000000000001,0.10500000000000001,87.79375,98.1375
0.3500000000000001,0.10750000000000001,87.146875,98.1125
0.3500000000000001,0.11000000000000001,86.415625,97.975
0.3500000000000001,0.11250000000000002,85.6875,97.9125
0.3500000000000001,0.11500000000000002,84.94375,97.875
0.3500000000000001,0.11750000000000002,84.071875,97.725
0.40000000000000013,0.01,90.553125,92.6125
0.40000000000000013,0.0125,91.146875,93.5375
0.40000000000000013,0.015000000000000001,91.525,94.1375
0.40000000000000013,0.0175,91.928125,94.625
0.40000000000000013,0.020000000000000004,92.20625,95.075
0.40000000000000013,0.022500000000000003,92.475,95.425
0.40000000000000013,0.025,92.65625,95.6625
0.40000000000000013,0.027500000000000004,92.79375,95.9
0.40000000000000013,0.030000000000000006,92.940625,96.2625
0.40000000000000013,0.03250000000000001,93.090625,96.475
0.40000000000000013,0.035,93.190625,96.6
0.40000000000000013,0.037500000000000006,93.2625,96.75
0.40000000000000013,0.04000000000000001,93.359375,96.9375
0.40000000000000013,0.04250000000000001,93.390625,97.0625
0.40000000000000013,0.045000000000000005,93.409375,97.2
0.40000000000000013,0.04750000000000001,93.453125,97.275
0.40000000000000013,0.05000000000000001,93.4375,97.4
0.40000000000000013,0.05250000000000001,93.415625,97.55
0.40000000000000013,0.055000000000000014,93.4125,97.675
0.40000000000000013,0.05750000000000001,93.3875,97.7375
0.40000000000000013,0.06000000000000001,93.3625,97.8
0.40000000000000013,0.06250000000000001,93.3125,97.9125
0.40000000000000013,0.065,93.2875,98.025
0.40000000000000013,0.0675,93.209375,98.0625
0.40000000000000013,0.07,93.096875,98.1375
0.40000000000000013,0.07250000000000001,93.00625,98.2
0.40000000000000013,0.07500000000000001,92.9125,98.2625
0.40000000000000013,0.07750000000000001,92.753125,98.375
0.40000000000000013,0.08,92.603125,98.4125
0.40000000000000013,0.0825,92.459375,98.475
0.40000000000000013,0.085,92.30625,98.525
0.40000000000000013,0.08750000000000001,92.13125,98.625
0.40000000000000013,0.09000000000000001,91.86875,98.675
0.40000000000000013,0.09250000000000001,91.553125,98.7
0.40000000000000013,0.09500000000000001,91.19375,98.7375
0.40000000000000013,0.09750000000000002,90.80625,98.8375
0.40000000000000013,0.10000000000000002,90.4125,98.8625
0.40000000000000013,0.10250000000000001,89.89375,98.8375
0.40000000000000013,0.10500000000000001,89.390625,98.875
0.40000000000000013,0.10750000000000001,88.846875,98.8875
0.40000000000000013,0.11000000000000001,88.1375,98.85
0.40000000000000013,0.11250000000000002,87.559375,98.8375
0.40000000000000013,0.11500000000000002,86.903125,98.8375
0.40000000000000013,0.11750000000000002,86.1875,98.8125
0.45000000000000007,0.01,90.7625,92.9
0.45000000000000007,0.0125,91.2875,93.9125
0.45000000000000007,0.015000000000000001,91.79375,94.45
0.45000000000000007,0.0175,92.13125,94.95
0.45000000000000007,0.020000000000000004,92.403125,95.325
0.45000000000000007,0.022500000000000003,92.640625,95.5875
0.45000000000000007,0.025,92.84375,95.9625
0.45000000000000007,0.027500000000000004,93.0,96.2625
0.45000000000000007,0.030000000000000006,93.165625,96.525
0.45000000000000007,0.03250000000000001,93.24375,96.65
0.45000000000000007,0.035,93.384375,96.8375
0.45000000000000007,0.037500000000000006,93.490625,96.975
0.45000000000000007,0.04000000000000001,93.515625,97.1625
0.45000000000000007,0.04250000000000001,93.584375,97.4125
0.45000000000000007,0.045000000000000005,93.6125,97.5375
0.45000000000000007,0.04750000000000001,93.634375,97.675
0.45000000000000007,0.05000000000000001,93.646875,97.7875
0.45000000000000007,0.05250000000000001,93.65,97.875
0.45000000000000007,0.055000000000000014,93.603125,97.95
0.45000000000000007,0.05750000000000001,93.578125,98.075
0.45000000000000007,0.06000000000000001,93.5625,98.1625
0.45000000000000007,0.06250000000000001,93.55625,98.2375
0.45000000000000007,0.065,93.503125,98.3
0.45000000000000007,0.0675,93.490625,98.35
0.45000000000000007,0.07,93.428125,98.45
0.45000000000000007,0.07250000000000001,93.35625,98.55
0.45000000000000007,0.07500000000000001,93.284375,98.6125
0.45000000000000007,0.07750000000000001,93.128125,98.65
0.45000000000000007,0.08,93.025,98.7125
0.45000000000000007,0.0825,92.875,98.7875
0.45000000000000007,0.085,92.7,98.8375
0.45000000000000007,0.08750000000000001,92.5375,98.9375
0.45000000000000007,0.09000000000000001,92.3875,98.975
0.45000000000000007,0.09250000000000001,92.159375,99.025
0.45000000000000007,0.09500000000000001,91.925,99.075
0.45000000000000007,0.09750000000000002,91.640625,99.1
0.45000000000000007,0.10000000000000002,91.275,99.1
0.45000000000000007,0.10250000000000001,90.94375,99.1125
0.45000000000000007,0.10500000000000001,90.515625,99.175
0.45000000000000007,0.10750000000000001,90.06875,99.2
0.45000000000000007,0.11000000000000001,89.503125,99.225
0.45000000000000007,0.11250000000000002,88.990625,99.275
0.45000000000000007,0.11500000000000002,88.3625,99.2875
0.45000000000000007,0.11750000000000002,87.815625,99.3625
0.5000000000000001,0.01,90.934375,93.2125
0.5000000000000001,0.0125,91.465625,94.1
0.5000000000000001,0.015000000000000001,91.9875,94.7375
0.5000000000000001,0.0175,92.29375,95.2375
0.5000000000000001,0.020000000000000004,92.603125,95.625
0.5000000000000001,0.022500000000000003,92.815625,95.9125
0.5000000000000001,0.025,93.0125,96.275
0.5000000000000001,0.027500000000000004,93.20625,96.55
0.5000000000000001,0.030000000000000006,93.340625,96.825
0.5000000000000001,0.03250000000000001,93.421875,96.925
0.5000000000000001,0.035,93.54375,97.075
0.5000000000000001,0.037500000000000006,93.63125,97.325
0.5000000000000001,0.04000000000000001,93.68125,97.625
0.5000000000000001,0.04250000000000001,93.721875,97.7625
0.5000000000000001,0.045000000000000005,93.771875,97.8625
0.5000000000000001,0.04750000000000001,93.834375,98.0125
0.5000000000000001,0.05000000000000001,93.84375,98.075
0.5000000000000001,0.05250000000000001,93.821875,98.2
0.5000000000000001,0.055000000000000014,93.784375,98.25
0.5000000000000001,0.05750000000000001,93.775,98.35
0.5000000000000001,0.06000000000000001,93.75625,98.425
0.5000000000000001,0.06250000000000001,93.70625,98.5375
0.5000000000000001,0.065,93.715625,98.5625
0.5000000000000001,0.0675,93.703125,98.65
0.5000000000000001,0.07,93.61875,98.7125
0.5000000000000001,0.07250000000000001,93.56875,98.7875
0.5000000000000001,0.07500000000000001,93.503125,98.8375
0.5000000000000001,0.07750000000000001,93.44375,98.925
0.5000000000000001,0.08,93.346875,98.9625
0.5000000000000001,0.0825,93.25625,99.0
0.5000000000000001,0.085,93.115625,99.0625
0.5000000000000001,0.08750000000000001,92.93125,99.1125
0.5000000000000001,0.09000000000000001,92.725,99.1125
0.5000000000000001,0.09250000000000001,92.634375,99.15
0.5000000000000001,0.09500000000000001,92.41875,99.1875
0.5000000000000001,0.09750000000000002,92.1375,99.2125
0.5000000000000001,0.10000000000000002,91.8875,99.2375
0.5000000000000001,0.10250000000000001,91.6125,99.3
0.5000000000000001,0.10500000000000001,91.303125,99.3125
0.5000000000000001,0.10750000000000001,90.93125,99.3375
0.5000000000000001,0.11000000000000001,90.496875,99.3625
0.5000000000000001,0.11250000000000002,90.121875,99.4375
0.5000000000000001,0.11500000000000002,89.534375,99.475
0.5000000000000001,0.11750000000000002,88.99375,99.5125
0.5500000000000002,0.01,91.003125,93.4875
0.5500000000000002,0.0125,91.634375,94.325
0.5500000000000002,0.015000000000000001,92.115625,94.925
0.5500000000000002,0.0175,92.4625,95.45
0.5500000000000002,0.020000000000000004,92.75625,95.8125
0.5500000000000002,0.022500000000000003,92.996875,96.2125
0.5500000000000002,0.025,93.190625,96.525
0.5500000000000002,0.027500000000000004,93.36875,96.7625
0.5500000000000002,0.030000000000000006,93.48125,96.9875
0.5500000000000002,0.03250000000000001,93.58125,97.15
0.5500000000000002,0.035,93.696875,97.4625
0.5500000000000002,0.037500000000000006,93.803125,97.6875
0.5500000000000002,0.04000000000000001,93.846875,97.8625
0.5500000000000002,0.04250000000000001,93.93125,97.95
0.5500000000000002,0.045000000000000005,93.96875,98.1125
0.5500000000000002,0.04750000000000001,93.95625,98.2375
0.5500000000000002,0.05000000000000001,93.95,98.325
0.5500000000000002,0.05250000000000001,93.915625,98.45
0.5500000000000002,0.055000000000000014,93.921875,98.5
0.5500000000000002,0.05750000000000001,93.915625,98.575
0.5500000000000002,0.06000000000000001,93.925,98.6125
0.5500000000000002,0.06250000000000001,93.93125,98.7125
0.5500000000000002,0.065,93.8875,98.8
0.5500000000000002,0.0675,93.875,98.8625
0.5500000000000002,0.07,93.853125,98.9375
0.5500000000000002,0.07250000000000001,93.79375,98.9625
0.5500000000000002,0.07500000000000001,93.725,99.0375
0.5500000000000002,0.07750000000000001,93.634375,99.1
0.5500000000000002,0.08,93.55625,99.15
0.5500000000000002,0.0825,93.446875,99.175
0.5500000000000002,0.085,93.359375,99.2125
0.5500000000000002,0.08750000000000001,93.275,99.275
0.5500000000000002,0.09000000000000001,93.075,99.325
0.5500000000000002,0.09250000000000001,92.928125,99.325
0.5500000000000002,0.09500000000000001,92.7875,99.325
0.5500000000000002,0.09750000000000002,92.615625,99.375
0.5500000000000002,0.10000000000000002,92.38125,99.425
0.5500000000000002,0.10250000000000001,92.128125,99.4375
0.5500000000000002,0.10500000000000001,91.8,99.475
0.5500000000000002,0.10750000000000001,91.575,99.5125
0.5500000000000002,0.11000000000000001,91.275,99.55
0.5500000000000002,0.11250000000000002,90.903125,99.575
0.5500000000000002,0.11500000000000002,90.534375,99.6125
0.5500000000000002,0.11750000000000002,90.05,99.65
0.6000000000000002,0.01,91.15,93.75
0.6000000000000002,0.0125,91.740625,94.5875
0.6000000000000002,0.015000000000000001,92.203125,95.175
0.6000000000000002,0.0175,92.603125,95.6875
0.6000000000000002,0.020000000000000004,92.853125,96.05
0.6000000000000002,0.022500000000000003,93.11875,96.45
0.6000000000000002,0.025,93.353125,96.7625
0.6000000000000002,0.027500000000000004,93.5,97.0
0.6000000000000002,0.030000000000000006,93.5875,97.15
0.6000000000000002,0.03250000000000001,93.70625,97.45
0.6000000000000002,0.035,93.834375,97.6625
0.6000000000000002,0.037500000000000006,93.9375,97.85
0.6000000000000002,0.04000000000000001,94.04375,98.075
0.6000000000000002,0.04250000000000001,94.05,98.25
0.6000000000000002,0.045000000000000005,94.078125,98.3
0.6000000000000002,0.04750000000000001,94.05625,98.45
0.6000000000000002,0.05000000000000001,94.065625,98.55
0.6000000000000002,0.05250000000000001,94.059375,98.625
0.6000000000000002,0.055000000000000014,94.040625,98.7
0.6000000000000002,0.05750000000000001,94.05625,98.7375
0.6000000000000002,0.06000000000000001,94.09375,98.7875
0.6000000000000002,0.06250000000000001,94.06875,98.8375
0.6000000000000002,0.065,94.040625,98.9375
0.6000000000000002,0.0675,94.040625,99.0375
0.6000000000000002,0.07,94.015625,99.05
0.6000000000000002,0.07250000000000001,93.93125,99.1
0.6000000000000002,0.07500000000000001,93.859375,99.175
0.6000000000000002,0.07750000000000001,93.8,99.225
0.6000000000000002,0.08,93.71875,99.2625
0.6000000000000002,0.0825,93.653125,99.325
0.6000000000000002,0.085,93.540625,99.375
0.6000000000000002,0.08750000000000001,93.465625,99.3875
0.6000000000000002,0.09000000000000001,93.346875,99.4
0.6000000000000002,0.09250000000000001,93.196875,99.45
0.6000000000000002,0.09500000000000001,93.065625,99.475
0.6000000000000002,0.09750000000000002,92.890625,99.4875
0.6000000000000002,0.10000000000000002,92.7375,99.5
0.6000000000000002,0.10250000000000001,92.553125,99.525
0.6000000000000002,0.10500000000000001,92.31875,99.5875
0.6000000000000002,0.10750000000000001,92.03125,99.6
0.6000000000000002,0.11000000000000001,91.778125,99.675
0.6000000000000002,0.11250000000000002,91.515625,99.7125
0.6000000000000002,0.11500000000000002,91.190625,99.7375
0.6000000000000002,0.11750000000000002,90.853125,99.75
0.6500000000000001,0.01,91.284375,93.9625
0.6500000000000001,0.0125,91.825,94.6875
0.6500000000000001,0.015000000000000001,92.325,95.3375
0.6500000000000001,0.0175,92.715625,95.8875
0.6500000000000001,0.020000000000000004,93.00625,96.2875
0.6500000000000001,0.022500000000000003,93.2125,96.675
0.6500000000000001,0.025,93.434375,96.9375
0.6500000000000001,0.027500000000000004,93.596875,97.1375
0.6500000000000001,0.030000000000000006,93.75,97.325
0.6500000000000001,0.03250000000000001,93.865625,97.625
0.6500000000000001,0.035,93.98125,97.8375
0.6500000000000001,0.037500000000000006,94.0625,98.0625
0.6500000000000001,0.04000000000000001,94.13125,98.2375
0.6500000000000001,0.04250000000000001,94.125,98.4625
0.6500000000000001,0.045000000000000005,94.121875,98.5875
0.6500000000000001,0.04750000000000001,94.115625,98.6375
0.6500000000000001,0.05000000000000001,94.159375,98.7125
0.6500000000000001,0.05250000000000001,94.1875,98.7625
0.6500000000000001,0.055000000000000014,94.16875,98.8
0.6500000000000001,0.05750000000000001,94.175,98.8375
0.6500000000000001,0.06000000000000001,94.16875,98.925
0.6500000000000001,0.06250000000000001,94.190625,99.025
0.6500000000000001,0.065,94.153125,99.1
0.6500000000000001,0.0675,94.121875,99.1375
0.6500000000000001,0.07,94.103125,99.2125
0.6500000000000001,0.07250000000000001,94.09375,99.25
0.6500000000000001,0.07500000000000001,94.028125,99.3
0.6500000000000001,0.07750000000000001,93.95,99.3
0.6500000000000001,0.08,93.8625,99.3875
0.6500000000000001,0.0825,93.8,99.4375
0.6500000000000001,0.085,93.73125,99.4625
0.6500000000000001,0.08750000000000001,93.628125,99.5125
0.6500000000000001,0.09000000000000001,93.5625,99.5375
0.6500000000000001,0.09250000000000001,93.446875,99.5625
0.6500000000000001,0.09500000000000001,93.31875,99.575
0.6500000000000001,0.09750000000000002,93.178125,99.5875
0.6500000000000001,0.10000000000000002,93.025,99.6
0.6500000000000001,0.10250000000000001,92.84375,99.6625
0.6500000000000001,0.10500000000000001,92.71875,99.6625
0.6500000000000001,0.10750000000000001,92.475,99.725
0.6500000000000001,0.11000000000000001,92.2,99.75
0.6500000000000001,0.11250000000000002,91.9625,99.7875
0.6500000000000001,0.11500000000000002,91.678125,99.8
0.6500000000000001,0.11750000000000002,91.421875,99.8
0.7000000000000002,0.01,91.346875,94.1
0.7000000000000002,0.0125,91.9625,94.7625
0.7000000000000002,0.015000000000000001,92.496875,95.5
0.7000000000000002,0.0175,92.828125,96.025
0.7000000000000002,0.020000000000000004,93.096875,96.4
0.7000000000000002,0.022500000000000003,93.3125,96.825
0.7000000000000002,0.025,93.55,97.125
0.7000000000000002,0.027500000000000004,93.725,97.3125
0.7000000000000002,0.030000000000000006,93.86875,97.5875
0.7000000000000002,0.03250000000000001,94.009375,97.7875
0.7000000000000002,0.035,94.078125,98.025
0.7000000000000002,0.037500000000000006,94.140625,98.3125
0.7000000000000002,0.04000000000000001,94.1875,98.5
